original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1520241,1520241,HEALTH,UNITARY,Health Department,HIP Unitary,7/1/2014,6/30/2015,273,"588,592.00", -   ,UNITARY,9,EXEMPT,unknown
1320714,132071401,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,RWA DENTAL,3/1/2014,2/28/2015,151,"339,449.00","163,870.00","University of Pennsylvania, Trustees of the",9,EXEMPT,Non Profit
1320715,132071501,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,RWA,3/1/2014,2/28/2015,151,"299,530.00","76,589.00","University of Pennsylvania, Trustees of the",9,EXEMPT,Non Profit
1320642,132064201,HEALTH,Urban Affairs Coalition,Health Department,CDC Prevention 2014,1/1/2014,12/31/2014,92,"465,144.00","223,879.00",Urban Affairs Coalition,9,EXEMPT,Non Profit
1320716,132071601,HEALTH,Urban Affairs Coalition,Health Department,RWA Fudiciary,3/1/2014,2/28/2015,151,"200,000.00","54,776.00",Urban Affairs Coalition,9,EXEMPT,Non Profit
1420113,142011301,HEALTH,Urban Affairs Coalition,Health Department,GENERAL FUND 2015,7/1/2014,6/30/2015,273,"23,550.00", -   ,Urban Affairs Coalition,9,EXEMPT,Non Profit
1420386,142038601,HEALTH,Urban Affairs Coalition,Health Department,UAC FY15 State Prev & 656,7/1/2014,6/30/2015,273,"806,550.00","51,421.00",Urban Affairs Coalition,1,ADVERTISED,Non Profit
1320149,132014904,HEALTH,"William E. Tierney, Limited",Health Department,Medicare/Medicaid Consult,7/1/2014,6/30/2015,273,"75,000.00", -   ,"William E. Tierney, Limited",1,ADVERTISED,For Profit
1320041,132004102,HEALTH,Women Organized Against Rape,Health Department,Sexual Assault,7/1/2014,6/30/2015,273,"105,000.00", -   ,Women Organized Against Rape,9,EXEMPT,Non Profit
1120001,1120001,HEALTH,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,3/28/2011,3/27/2015,178,"8,131,873.00","1,192,321.38",eClinicalWorks LLC,1,ADVERTISED,For Profit
1320612,132061204,HUMAN SERVICES,"A Second Chance, Inc.",Human Services Department,Family Guided Decision Ma,7/1/2014,6/30/2015,273,"1,369,768.00", -   ,"A Second Chance, Inc.",9,EXEMPT,Non Profit
1320280,132028004,HUMAN SERVICES,Adelphoi Villiage,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"1,374,450.00","118,906.88",Adelphoi Villiage,9,EXEMPT,Non Profit
MPXX15000177,MPXX15000177,HUMAN SERVICES,Adoption Center of Delaware Valley,Miscellaneous Order,Adoption Recruitment SVS,8/21/2014,6/30/2015,273,"17,167.00", -   ,Adoption Center of Delaware Valley,102,EXEMPT,Non Profit
1320227,132022704,HUMAN SERVICES,Alternative Rehabilitation Communities Inc.,Human Services Department,Delinquent Placement,7/1/2014,6/30/2015,273,"876,124.00","299,544.60",Alternative Rehabilitation Communities Inc.,9,EXEMPT,Non Profit
MPXX15000094,MPXX15000094,HUMAN SERVICES,Americor Press,Miscellaneous Order,Specialized Print Service,7/1/2014,6/30/2015,273,"25,000.00", -   ,Americor Press,102,EXEMPT,For Profit
1320230,132023005,HUMAN SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"1,304,139.00","409,819.82","Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit
1320290,132029004,HUMAN SERVICES,Assessment & Treatment Alternatives Inc,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"110,888.00","27,439.37",Assessment & Treatment Alternatives Inc,9,EXEMPT,Non Profit
1320590,132059002,HUMAN SERVICES,Assessment & Treatment Alternatives Inc,Human Services Department,Evaluation Services,7/1/2014,6/30/2015,273,"233,000.00", -   ,Assessment & Treatment Alternatives Inc,9,EXEMPT,Non Profit
MPXX15000106,MPXX15000106,HUMAN SERVICES,"Attic Youth Center, The",Miscellaneous Order,Training Services,7/1/2014,6/30/2015,273,"2,500.00", -   ,"Attic Youth Center, The",103,Prior to 2-1-2006,Non Profit
1220389,122038904,HUMAN SERVICES,Auberle,Human Services Department,Placement,7/1/2014,6/30/2015,273,"34,224.00", -   ,Auberle,9,EXEMPT,Non Profit
1320194,132019402,HUMAN SERVICES,Benchmark Behavioral Health System,Human Services Department,Inst: Gh SIL Placement,7/1/2014,6/30/2015,273,"2,208.00", -   ,Benchmark Behavioral Health System,1,ADVERTISED,For Profit
1320257,132025704,HUMAN SERVICES,Bethanna,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"3,899,398.00","1,680,542.52",Bethanna,9,EXEMPT,Non Profit
1520319,1520319,HUMAN SERVICES,Bethanna,Human Services Department,IOC CUA 8,7/1/2014,6/30/2015,273,"10,073,923.00", -   ,Bethanna,1,ADVERTISED,Non Profit
1320427,132042702,HUMAN SERVICES,COMMUNIPOWER II,Human Services Department,Youth Developement,7/1/2014,6/30/2015,273,"112,200.00", -   ,COMMUNIPOWER II,1,ADVERTISED,For Profit
1320525,132052502,HUMAN SERVICES,Cambodian Association of Greater Philadelphia,Human Services Department,Family Support Program,7/1/2014,6/30/2015,273,"75,000.00", -   ,Cambodian Association of Greater Philadelphia,9,EXEMPT,Non Profit
1320383,132038305,HUMAN SERVICES,Caring People Alliance,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"1,178,324.00","148,653.13",Caring People Alliance,9,EXEMPT,Non Profit
1320294,132029404,HUMAN SERVICES,Carson Valley Children's Aid,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"3,901,160.00","1,137,969.72",Carson Valley Children's Aid,9,EXEMPT,Non Profit
1220193,122019308,HUMAN SERVICES,Catholic Social Services,Human Services Department,Placement services,7/1/2014,6/30/2015,273,"15,025,803.00","3,804,124.25",Catholic Social Services,9,EXEMPT,Non Profit
1320289,132028906,HUMAN SERVICES,"Child First Services, Inc.",Human Services Department,Placement,7/1/2014,6/30/2015,273,"5,525,231.00","2,000,000.00","Child First Services, Inc.",9,EXEMPT,Non Profit
1320281,132028104,HUMAN SERVICES,Children's Choice Inc,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"4,000,277.00","2,164,876.82",Children's Choice Inc,9,EXEMPT,Non Profit
1420165,142016501,HUMAN SERVICES,Children's Home of York,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,552, -   ,Children's Home of York,9,EXEMPT,Non Profit
1320374,132037403,HUMAN SERVICES,Children's Services Inc,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"635,604.00","175,878.82",Children's Services Inc,9,EXEMPT,Non Profit
1320479,132047902,HUMAN SERVICES,Children's Services Inc,Human Services Department,EPIC Stakeholders,7/1/2014,6/30/2015,273,"70,000.00","9,213.00",Children's Services Inc,9,EXEMPT,Non Profit
1420432,142043201,HUMAN SERVICES,Christ of Calvary Community Development Corp.,Human Services Department,CHAPLAINCY SERVICES,7/1/2014,6/30/2015,273,"50,000.00", -   ,Christ of Calvary Community Development Corp.,1,ADVERTISED,Non Profit
1320440,132044002,HUMAN SERVICES,Congreso De Latinos Unidos Inc,Human Services Department,FES/IHPS combined service,7/1/2014,6/30/2015,273,"1,257,541.00", -   ,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1320442,132044202,HUMAN SERVICES,Congreso De Latinos Unidos Inc,Human Services Department,Community Support,7/1/2014,6/30/2015,273,"319,989.00","51,126.00",Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1420287,142028701,HUMAN SERVICES,Congreso De Latinos Unidos Inc,Human Services Department,Domestic Violence,7/1/2014,6/30/2015,273,"222,000.00","25,302.00",Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1320198,132019802,HUMAN SERVICES,"Cornell Abraxas Group, Inc.",Human Services Department,"Inst, GH, SIL CBDS",7/1/2014,6/30/2015,273,"2,194,831.00","294,368.88","Cornell Abraxas Group, Inc.",1,ADVERTISED,For Profit
1320196,132019602,HUMAN SERVICES,Cornerstone Programs Corporation,Human Services Department,AfterCare Services,7/1/2014,6/30/2015,273,"146,000.00","16,400.00",Cornerstone Programs Corporation,1,ADVERTISED,For Profit
1320292,132029203,HUMAN SERVICES,Council of Spanish Speaking Organizations Inc,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"233,450.00","169,550.93",Council of Spanish Speaking Organizations Inc,9,EXEMPT,Non Profit
1320495,132049502,HUMAN SERVICES,Creative Arts For Everyone (CAFE),Human Services Department,Family Court Visitation,7/1/2014,6/30/2015,273,"79,710.00", -   ,Creative Arts For Everyone (CAFE),9,EXEMPT,Non Profit
1320381,132038103,HUMAN SERVICES,"Delta Community Supports, Inc.",Human Services Department,Placement,7/1/2014,6/30/2015,273,"2,060,846.00","885,962.18","Delta Community Supports, Inc.",9,EXEMPT,Non Profit
1320324,132032402,HUMAN SERVICES,"Detectives, Private Investigators Inc., The",Human Services Department,Private Investigations,7/1/2014,6/30/2015,273,"453,500.00","97,598.00","Detectives, Private Investigators Inc., The",1,ADVERTISED,For Profit
1320267,132026705,HUMAN SERVICES,Devereux Foundation,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"3,056,278.00","1,132,843.83",Devereux Foundation,9,EXEMPT,Non Profit
1520109,1520109,HUMAN SERVICES,"Diversified Community Services, Inc",Human Services Department,Intensive Prevention Serv,7/1/2014,6/30/2015,273,"712,154.00","49,991.00","Diversified Community Services, Inc",9,EXEMPT,Non Profit
1320404,132040405,HUMAN SERVICES,Elwyn,Human Services Department,Placement Services,7/1/2013,6/30/2015,273,"3,143,347.00","2,367,571.33",Elwyn,9,EXEMPT,Non Profit
1320404,132040405,HUMAN SERVICES,Elwyn,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"1,338,225.00","357,287.38",Elwyn,9,EXEMPT,Non Profit
1320283,132028303,HUMAN SERVICES,Episcopal Comm Services of the Diocese of Pa,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"534,586.00","162,933.88",Episcopal Comm Services of the Diocese of Pa,9,EXEMPT,Non Profit
1320451,132045102,HUMAN SERVICES,Episcopal Comm Services of the Diocese of Pa,Human Services Department,FASST Housing Program,7/1/2014,6/30/2015,273,"388,000.00", -   ,Episcopal Comm Services of the Diocese of Pa,9,EXEMPT,Non Profit
1320407,132040704,HUMAN SERVICES,Family Support Services,Human Services Department,IHPS and Family School,7/1/2014,6/30/2015,273,"1,963,322.00","386,895.52",Family Support Services,9,EXEMPT,Non Profit
MPXX15000180,MPXX15000180,HUMAN SERVICES,Felton Satterfield dba Satterfield Consulting,Miscellaneous Order,Training for JJS staff,7/1/2014,6/30/2015,273,"29,496.00", -   ,Felton Satterfield dba Satterfield Consulting,103,Prior to 2-1-2006,For Profit
1320409,132040903,HUMAN SERVICES,Friendship House,Human Services Department,Placement Srvices,7/1/2014,6/30/2015,273,"692,215.00","240,882.69",Friendship House,9,EXEMPT,Non Profit
1320284,132028402,HUMAN SERVICES,Gaudenzia Inc,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"1,095.00", -   ,Gaudenzia Inc,9,EXEMPT,Non Profit
1320248,132024807,HUMAN SERVICES,George Junior Republic in Pennsylvania,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"10,636,816.00","2,239,259.89",George Junior Republic in Pennsylvania,9,EXEMPT,Non Profit
MPXX15000078,MPXX15000078,HUMAN SERVICES,Girls Inc. of Greater Philadelphia & Southern New Jersey,Miscellaneous Order,Adolescent Female Trainin,7/1/2014,6/30/2015,273,"25,000.00", -   ,Girls Inc. of Greater Philadelphia & Southern New Jersey,102,EXEMPT,Non Profit
1320266,132026603,HUMAN SERVICES,Glen Mills Schools,Human Services Department,Placement,7/1/2014,6/30/2015,273,"7,602,497.00","1,433,323.04",Glen Mills Schools,9,EXEMPT,Non Profit
1420148,142014801,HUMAN SERVICES,Harborcreek Youth Services,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,552, -   ,Harborcreek Youth Services,9,EXEMPT,Non Profit
1420193,142019301,HUMAN SERVICES,Homeless Advocacy Project,Human Services Department,SOAR Project,7/1/2014,6/30/2015,273,"182,500.00", -   ,Homeless Advocacy Project,9,EXEMPT,Non Profit
1320443,132044303,HUMAN SERVICES,"Institute for the Development of African American Youth, Inc",Human Services Department,Delinquency Prevention,7/1/2014,6/30/2015,273,"702,350.00","67,004.23","Institute for the Development of African American Youth, Inc",9,EXEMPT,Non Profit
1320417,132041702,HUMAN SERVICES,Intercultural Family Services Inc,Human Services Department,Family Empowerment Servic,7/1/2014,6/30/2015,273,"451,500.00", -   ,Intercultural Family Services Inc,9,EXEMPT,Non Profit
1420133,142013302,HUMAN SERVICES,"It Takes A Village, Inc",Human Services Department,Fam.GrpDecisionMaking,7/1/2014,6/30/2015,273,"1,519,768.00", -   ,"It Takes A Village, Inc",1,ADVERTISED,For Profit
1320410,132041004,HUMAN SERVICES,Jewish Family & Children's Service of Greater Philadelphia,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"912,233.00","397,165.68",Jewish Family & Children's Service of Greater Philadelphia,9,EXEMPT,Non Profit
1320200,132020003,HUMAN SERVICES,"JusticeWorks YouthCare, Inc.",Human Services Department,Reintegration Services,7/1/2014,6/30/2015,273,"474,500.00","85,400.00","JusticeWorks YouthCare, Inc.",1,ADVERTISED,For Profit
1320253,132025304,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"3,508,618.00","1,430,178.46",Juvenile Justice Center of Philadelphia,9,EXEMPT,Non Profit
1420188,142018801,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Family Stabilization,7/1/2014,6/30/2015,273,"1,230,000.00","113,354.62",Juvenile Justice Center of Philadelphia,9,EXEMPT,Non Profit
1520146,1520146,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Intensive Prevention Serv,7/1/2014,6/30/2015,273,"712,154.00","108,983.00",Juvenile Justice Center of Philadelphia,9,EXEMPT,Non Profit
MPXX15000129,MPXX15000129,HUMAN SERVICES,Lisa Beth Dugan,Miscellaneous Order,Communication Consultant,7/19/2014,6/30/2015,273,"29,900.00", -   ,Lisa Beth Dugan,102,EXEMPT,For Profit
1320444,132044402,HUMAN SERVICES,"Little Red Perez Boxing Gym, Inc.",Human Services Department,Delinquency Prevention,7/1/2014,6/30/2015,273,"50,000.00","12,498.00","Little Red Perez Boxing Gym, Inc.",9,EXEMPT,Non Profit
1320287,132028705,HUMAN SERVICES,Lutheran Children and Family Service of Eastern PA,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"2,155,503.00","681,957.88",Lutheran Children and Family Service of Eastern PA,9,EXEMPT,Non Profit
1320140,132014002,HUMAN SERVICES,M F R Consultants Inc.,Computer and Information Svcs,Information Technology,7/1/2014,6/30/2015,273,"391,230.00", -   ,M F R Consultants Inc.,1,ADVERTISED,For Profit
1320288,132028804,HUMAN SERVICES,Methodist Family Services of Phila. d/b/a Methodist Services,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"28,418.00","2,968.15",Methodist Family Services of Phila. d/b/a Methodist Services,9,EXEMPT,Non Profit
1320605,132060502,HUMAN SERVICES,Methodist Family Services of Phila. d/b/a Methodist Services,Human Services Department,Housing Program,7/1/2014,6/30/2015,273,"1,280,315.00", -   ,Methodist Family Services of Phila. d/b/a Methodist Services,9,EXEMPT,Non Profit
1320464,132046402,HUMAN SERVICES,Metropolitan Aids Neighborhood Nutrition Alliance (MANNA),Human Services Department,Meal Program,7/1/2014,6/30/2015,273,"350,000.00", -   ,Metropolitan Aids Neighborhood Nutrition Alliance (MANNA),9,EXEMPT,Non Profit
1320235,132023502,HUMAN SERVICES,Michele Robins,Human Services Department,Forensic Services,7/1/2014,6/30/2015,273,"68,000.00", -   ,Michele Robins,1,ADVERTISED,For Profit
1320203,132020303,HUMAN SERVICES,Mid-Atlantic Youth Services Corp.,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"9,062,437.00","2,615,307.88",Mid-Atlantic Youth Services Corp.,1,ADVERTISED,For Profit
1320112,132011203,HUMAN SERVICES,Miss Marty's Pre-School,Human Services Department,Child Care Services,7/1/2014,6/30/2015,273,"113,568.00","18,593.60",Miss Marty's Pre-School,1,ADVERTISED,For Profit
1320231,132023104,HUMAN SERVICES,"New Foundations, Inc.",Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"955,560.00","252,219.38","New Foundations, Inc.",9,EXEMPT,Non Profit
1320291,132029103,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"2,202,749.00","519,803.20","NET Treatment Services, Inc.",9,EXEMPT,Non Profit
1420218,142021801,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Evening Reporting Center,7/1/2014,6/30/2015,273,"323,246.00","17,225.00","NorthEast Treatment Centers, Inc.",1,ADVERTISED,Non Profit
1320293,132029305,HUMAN SERVICES,Northern Children's Services,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"640,398.00","297,385.58",Northern Children's Services,9,EXEMPT,Non Profit
1320250,132025004,HUMAN SERVICES,"PathWays PA, Inc.",Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"1,039,166.00","242,665.57","PathWays PA, Inc.",9,EXEMPT,Non Profit
1320364,132036402,HUMAN SERVICES,"PathWays PA, Inc.",Human Services Department,Case Management Services,7/1/2014,6/30/2015,273,"199,000.00", -   ,"PathWays PA, Inc.",9,EXEMPT,Non Profit
1320365,132036502,HUMAN SERVICES,"PathWays PA, Inc.",Human Services Department,Epic Stakeholders,7/1/2014,6/30/2015,273,"70,000.00", -   ,"PathWays PA, Inc.",9,EXEMPT,Non Profit
1420423,142042301,HUMAN SERVICES,Pee Wee Prep Educational Center,Human Services Department,Child Care Services,7/1/2014,6/30/2015,273,"111,088.00","27,216.09",Pee Wee Prep Educational Center,1,ADVERTISED,For Profit
1420403,1420403,HUMAN SERVICES,People's Emergency Center,Community Services,Facility Evaluation,9/30/2013,9/29/2014,0,"105,000.00","38,548.00",People's Emergency Center,9,EXEMPT,Non Profit
1320394,132039404,HUMAN SERVICES,Philadelphia Mural Arts Advocates,Human Services Department,Delinquecy Prevention,7/1/2014,6/30/2015,273,"2,340,000.00", -   ,Philadelphia Mural Arts Advocates,9,EXEMPT,Non Profit
MPXX15000135,MPXX15000135,HUMAN SERVICES,Planned Parenthood of Southeastern Pennsylvania,Miscellaneous Order,Health Services,7/1/2014,6/30/2015,273,"20,000.00", -   ,Planned Parenthood of Southeastern Pennsylvania,103,Prior to 2-1-2006,Non Profit
1320608,132060803,HUMAN SERVICES,Pratt Street Learning Center,Human Services Department,Day Care Services,7/1/2014,6/30/2015,273,"90,857.00","24,181.25",Pratt Street Learning Center,4,EXEMPT,For Profit
1320604,132060403,HUMAN SERVICES,Precious Angels Community Center,Human Services Department,Child Care Services,7/1/2014,6/30/2015,273,"97,825.00","13,147.25",Precious Angels Community Center,9,EXEMPT,Non Profit
1320270,132027003,HUMAN SERVICES,Self Help Movement Inc,Human Services Department,Placement Services,7/1/2014,6/30/2015,273,"4,380.00", -   ,Self Help Movement Inc,9,EXEMPT,Non Profit
