original_contract_id,current_item_id,department_name,vendor,contract_structure_type,desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
1820195,182019502,HUMAN SERVICES,Firely Pediatric Services,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  87,960.00 ","  18,360.00 ",Firely Pediatric Services,06,EXEMPT,For Profit
1620528,162052806,HUMAN SERVICES,First Choice Home and Community Services,Human Services Department,Placement Services,7/1/2017,6/30/2019,90,"  4,132,599.00 ","  3,671,353.68 ",First Choice Home and Community Services,06,EXEMPT,For Profit
1620528,162052806,HUMAN SERVICES,First Choice Home and Community Services,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  2,227,828.94 ","  1,734,563.92 ",First Choice Home and Community Services,06,EXEMPT,For Profit
1920182,192018201,HUMAN SERVICES,"Forensic Mental Health Services, LLC",Human Services Department,Forensic Evaluations,7/1/2018,6/30/2019,90,"  415,000.00 ","  148,450.00 ","Forensic Mental Health Services, LLC",01,ADVERTISED,For Profit
1820429,182042901,HUMAN SERVICES,Forget Me Knot Youth Services,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  1,635,200.00 ","  820,410.00 ",Forget Me Knot Youth Services,01,ADVERTISED,Non Profit
1720295,172029502,HUMAN SERVICES,FreeLibrary of Philadelphia Foundation,Human Services Department,LEAP Program,7/1/2018,6/30/2019,90,"  525,000.00 ","  451,294.00 ",FreeLibrary of Philadelphia Foundation,09,EXEMPT,Non Profit
1720027,172002704,HUMAN SERVICES,Friendship House,Human Services Department,Placement Services,7/1/2017,6/30/2019,90,"  3,244,675.00 ","  2,484,814.72 ",Friendship House,09,EXEMPT,Non Profit
1720027,172002704,HUMAN SERVICES,Friendship House,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  1,768,433.46 ","  1,006,842.36 ",Friendship House,09,EXEMPT,Non Profit
1720345,172034504,HUMAN SERVICES,"FutureNET, Inc.",Computer and Information Svcs,IT Services,7/1/2017,6/30/2019,90,"  5,546,864.00 ","  4,543,043.08 ","FutureNET, Inc.",01,ADVERTISED,For Profit
1720345,172034505,HUMAN SERVICES,"FutureNET, Inc.",Computer and Information Svcs,It Services,7/1/2018,6/30/2019,90,"  3,050,000.00 ","  1,857,655.88 ","FutureNET, Inc.",01,ADVERTISED,For Profit
1720028,172002805,HUMAN SERVICES,George Junior Republic in Pennsylvania,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  3,803,561.00 ","  372,907.10 ",George Junior Republic in Pennsylvania,09,EXEMPT,Non Profit
1620192,162019203,HUMAN SERVICES,Girls Inc. of Greater Philadelphia & Southern New Jersey,Human Services Department,Life Skills Training,7/1/2018,6/30/2019,90,"  60,000.00 ","  41,666.00 ",Girls Inc. of Greater Philadelphia & Southern New Jersey,09,EXEMPT,Non Profit
1720269,172026905,HUMAN SERVICES,Glen Mills Schools,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  11,166,002.00 ","  4,325,031.73 ",Glen Mills Schools,09,EXEMPT,Non Profit
1720087,172008702,HUMAN SERVICES,Good Shepherd Corp dba Good Shepherd Mediation Program,Human Services Department,Victim Offender Training,7/1/2018,6/30/2019,90,"  92,500.00 ","  55,500.00 ",Good Shepherd Corp dba Good Shepherd Mediation Program,09,EXEMPT,Non Profit
1720351,172035102,HUMAN SERVICES,Good Shepherd Corp dba Good Shepherd Mediation Program,Human Services Department,Mediation Program,7/1/2018,6/30/2019,90,"  120,000.00 ","  72,772.92 ",Good Shepherd Corp dba Good Shepherd Mediation Program,09,EXEMPT,Non Profit
1720395,172039503,HUMAN SERVICES,HIAS & Council Migration Service of Phila.,Legal Services,Legal Services,7/1/2017,6/30/2019,90,"  88,296.52 ","  50,338.26 ",HIAS & Council Migration Service of Phila.,09,EXEMPT,Non Profit
1720395,172039503,HUMAN SERVICES,HIAS & Council Migration Service of Phila.,Legal Services,Legal Services,7/1/2018,6/30/2019,90,"  48,296.52 ","  11,844.00 ",HIAS & Council Migration Service of Phila.,09,EXEMPT,Non Profit
1720133,172013303,HUMAN SERVICES,"Health Federation of Philadelphia, Inc",Human Services Department,Family Case Management,7/1/2018,6/30/2019,90,"  677,788.00 ","  243,683.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1820060,182006001,HUMAN SERVICES,Homeless Advocacy Project,Human Services Department,SOAR Project,7/1/2018,6/30/2019,90,"  240,000.00 ","  158,132.00 ",Homeless Advocacy Project,09,EXEMPT,Non Profit
1920200,1920200,HUMAN SERVICES,Horizon House Inc,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  112,551.00 ","  72,328.37 ",Horizon House Inc,09,EXEMPT,Non Profit
1920242,1920242,HUMAN SERVICES,"Institute for the Development of African American Youth, Inc",Human Services Department,Couns-In Home (DFDITH),7/1/2018,6/30/2019,90,"  183,350.00 ","  100,173.96 ","Institute for the Development of African American Youth, Inc",09,EXEMPT,Non Profit
1920243,1920243,HUMAN SERVICES,"Institute for the Development of African American Youth, Inc",Human Services Department,In Home Supervision,7/1/2018,6/30/2019,90,"  517,000.00 ","  257,860.25 ","Institute for the Development of African American Youth, Inc",09,EXEMPT,Non Profit
1720047,172004702,HUMAN SERVICES,"Integrating Factors, Inc.",Computer and Information Svcs,Cares System Maintenance,7/1/2018,6/30/2019,90,"  320,000.00 ","  178,019.65 ","Integrating Factors, Inc.",01,ADVERTISED,For Profit
1820301,182030101,HUMAN SERVICES,Intercommunity Action Inc,Human Services Department,PCIT,7/1/2018,6/30/2019,90,"  31,344.00 ",  -   ,Intercommunity Action Inc,09,EXEMPT,Non Profit
1720266,172026602,HUMAN SERVICES,Intercultural Family Services Inc,Human Services Department,Family Empowerment Servi,7/1/2018,6/30/2019,90,"  575,000.00 ","  345,296.00 ",Intercultural Family Services Inc,09,EXEMPT,Non Profit
1820275,182027501,HUMAN SERVICES,Intercultural Family Services Inc,Human Services Department,FFT Collateral,7/1/2018,6/30/2019,90,"  100,000.00 ","  33,180.00 ",Intercultural Family Services Inc,09,EXEMPT,Non Profit
1820282,182028201,HUMAN SERVICES,Intercultural Family Services Inc,Human Services Department,Family Functional Therapy,7/1/2018,6/30/2019,90,"  47,550.00 ","  10,845.80 ",Intercultural Family Services Inc,09,EXEMPT,Non Profit
1920065,1920065,HUMAN SERVICES,Intercultural Family Services Inc,Human Services Department,Truancy Prevention,7/1/2018,6/30/2019,90,"  697,134.00 ","  397,159.00 ",Intercultural Family Services Inc,09,EXEMPT,Non Profit
1820146,182014601,HUMAN SERVICES,"It Takes A Village, Inc",Human Services Department,Family Group Decision Mak,7/1/2018,6/30/2019,90,"  834,500.00 ","  465,500.00 ","It Takes A Village, Inc",01,ADVERTISED,For Profit
MPXX19000218,MPXX19000218,HUMAN SERVICES,"JKM Training, Inc",Miscellaneous Order,Training,10/23/2018,6/30/2019,90,"  12,000.00 ","  1,762.03 ","JKM Training, Inc",102,EXEMPT,For Profit
1720259,172025902,HUMAN SERVICES,Jewish Family & Children's Service of Greater Philadelphia,Human Services Department,Family Empowerment Servic,7/1/2018,6/30/2019,90,"  575,000.00 ","  366,872.00 ",Jewish Family & Children's Service of Greater Philadelphia,01,ADVERTISED,Non Profit
1920055,1920055,HUMAN SERVICES,Jewish Family & Children's Service of Greater Philadelphia,Human Services Department,Truancy Prevention,7/1/2018,6/30/2019,90,"  705,134.00 ","  447,565.00 ",Jewish Family & Children's Service of Greater Philadelphia,09,EXEMPT,Non Profit
1920118,1920118,HUMAN SERVICES,Jewish Family & Children's Service of Greater Philadelphia,Human Services Department,Placement with SBH,7/1/2018,6/30/2019,90,"  3,217,510.00 ","  2,202,034.75 ",Jewish Family & Children's Service of Greater Philadelphia,01,ADVERTISED,Non Profit
1720080,172008002,HUMAN SERVICES,Joseph J Peters Institute,Human Services Department,Counseling and Evaluation,7/1/2018,6/30/2019,90,"  150,000.00 ","  45,376.50 ",Joseph J Peters Institute,09,EXEMPT,Non Profit
1720234,172023403,HUMAN SERVICES,"JusticeWorks YouthCare, Inc.",Human Services Department,Reintegration Services,7/1/2018,6/30/2019,90,"  248,700.00 ","  184,575.00 ","JusticeWorks YouthCare, Inc.",01,ADVERTISED,For Profit
1720016,172001604,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  2,370,345.00 ","  930,111.20 ",Juvenile Justice Center of Philadelphia,09,EXEMPT,Non Profit
1720166,172016602,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Restitution Services,7/1/2018,6/30/2019,90,"  50,000.00 ",  742.00 ,Juvenile Justice Center of Philadelphia,09,EXEMPT,Non Profit
1920070,1920070,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Intensive Prevention Serv,7/1/2018,6/30/2019,90,"  712,154.00 ","  472,749.00 ",Juvenile Justice Center of Philadelphia,09,EXEMPT,Non Profit
1920071,1920071,HUMAN SERVICES,Juvenile Justice Center of Philadelphia,Human Services Department,Truancy Prevention,7/1/2018,6/30/2019,90,"  570,434.00 ","  335,031.00 ",Juvenile Justice Center of Philadelphia,09,EXEMPT,Non Profit
1820176,182017601,HUMAN SERVICES,"Kidspeace National Centers, Inc.",Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  10,860.00 ","  1,995.00 ","Kidspeace National Centers, Inc.",09,EXEMPT,Non Profit
1720163,172016302,HUMAN SERVICES,"Little Red Perez Boxing Gym, Inc.",Human Services Department,Boxing Gym,7/1/2018,6/30/2019,90,"  75,000.00 ","  50,000.00 ","Little Red Perez Boxing Gym, Inc.",09,EXEMPT,Non Profit
1820232,182023202,HUMAN SERVICES,Lutheran Settlement House,Human Services Department,Domestic Violence,7/1/2018,6/30/2019,90,"  200,000.00 ","  124,600.00 ",Lutheran Settlement House,09,EXEMPT,Non Profit
1720218,172021803,HUMAN SERVICES,M F R Consultants Inc.,Computer and Information Svcs,Staff Augmentation-IT,7/1/2017,6/30/2019,90,"  1,446,044.00 ","  360,349.55 ",M F R Consultants Inc.,01,ADVERTISED,For Profit
1720218,172021803,HUMAN SERVICES,M F R Consultants Inc.,Computer and Information Svcs,Staff Augmentation-IT,7/1/2018,6/30/2019,90,"  723,022.00 ","  137,246.75 ",M F R Consultants Inc.,01,ADVERTISED,For Profit
1720324,172032402,HUMAN SERVICES,Maternity Care Coalition,Human Services Department,Cribs for Kids/HFA,7/1/2018,6/30/2019,90,"  601,108.00 ","  291,492.00 ",Maternity Care Coalition,09,EXEMPT,Non Profit
1920123,1920123,HUMAN SERVICES,Mazzoni Center,Human Services Department,LGBTQ Youth Services,7/1/2018,6/30/2019,90,"  100,000.00 ","  52,605.00 ",Mazzoni Center,09,EXEMPT,Non Profit
1620307,162030703,HUMAN SERVICES,"Menergy, LLC",Human Services Department,Anger Management Counsel,7/1/2018,6/30/2019,90,"  170,000.00 ","  112,990.00 ","Menergy, LLC",06,EXEMPT,For Profit
1720294,172029402,HUMAN SERVICES,Methodist Services,Human Services Department,Housing Services,7/1/2018,6/30/2019,90,"  1,307,717.00 ","  666,258.00 ",Methodist Services,09,EXEMPT,Non Profit
1720609,172060903,HUMAN SERVICES,Methodist Services,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  584,857.00 ","  234,894.72 ",Methodist Services,09,EXEMPT,Non Profit
1720237,172023702,HUMAN SERVICES,Mid-Atlantic Youth Services Corp.,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  6,562,769.00 ","  4,458,838.32 ",Mid-Atlantic Youth Services Corp.,01,ADVERTISED,For Profit
1720147,172014702,HUMAN SERVICES,Miss Marty's Pre-School,Human Services Department,Child Care Services,7/1/2018,6/30/2019,90,"  118,733.00 ","  32,980.90 ",Miss Marty's Pre-School,01,ADVERTISED,For Profit
1720220,172022005,HUMAN SERVICES,Modis,Computer and Information Svcs,Staff Augmentation,7/1/2017,6/30/2019,90,"  4,099,348.00 ","  3,818,322.13 ",Modis,01,ADVERTISED,For Profit
1720220,172022005,HUMAN SERVICES,Modis,Computer and Information Svcs,Staff Augmentation,7/1/2018,6/30/2019,90,"  1,849,674.00 ","  1,767,424.44 ",Modis,01,ADVERTISED,For Profit
1920153,1920153,HUMAN SERVICES,"NET Treatment Services, Inc.",Human Services Department,IOC CUA #7,7/1/2018,6/30/2019,90,"  9,853,994.13 ","  5,576,509.06 ","NET Treatment Services, Inc.",09,EXEMPT,Non Profit
1920382,1920382,HUMAN SERVICES,"NET Treatment Services, Inc.",Human Services Department,IOC CUA#1,7/1/2018,6/30/2019,90,"  10,097,212.71 ","  5,910,988.69 ","NET Treatment Services, Inc.",09,EXEMPT,Non Profit
1520566,152056606,HUMAN SERVICES,"National Mentor Healthcare, LLC.  D/B/A Pennsylvania Mentor",Human Services Department,Placement Services,7/1/2018,5/31/2019,60,"  1,008,931.00 ","  527,846.74 ","National Mentor Healthcare, LLC.  D/B/A Pennsylvania Mentor",06,EXEMPT,For Profit
1820061,182006101,HUMAN SERVICES,National Nursing Centers Consortium,Human Services Department,Nursing Assessments,7/1/2018,6/30/2019,90,"  2,000,000.00 ","  1,326,476.25 ",National Nursing Centers Consortium,09,EXEMPT,Non Profit
1920117,1920117,HUMAN SERVICES,"New Foundations, Inc.",Human Services Department,Placement with SBH,7/1/2018,6/30/2019,90,"  2,385,476.00 ","  1,647,087.45 ","New Foundations, Inc.",01,ADVERTISED,Non Profit
1920066,1920066,HUMAN SERVICES,Norris Square Community Alliance,Human Services Department,Intensive Prevention Serv,7/1/2018,6/30/2019,90,"  712,154.00 ","  369,048.00 ",Norris Square Community Alliance,09,EXEMPT,Non Profit
1720245,172024502,HUMAN SERVICES,North City Congress,Human Services Department,Community Grant Managemen,7/1/2018,6/30/2019,90,"  750,000.00 ","  475,000.00 ",North City Congress,09,EXEMPT,Non Profit
1620232,162023203,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Restitution/Comm Service,7/1/2018,6/30/2019,90,"  50,000.00 ","  25,443.70 ","NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1620430,162043004,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Post Dispositional ERC,7/1/2016,6/30/2019,90,"  1,571,000.00 ","  1,245,585.00 ","NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1620430,162043004,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Post Dispositional ERC,7/1/2017,6/30/2019,90,"  1,137,815.00 ","  812,400.00 ","NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1620430,162043004,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Post Dispositional ERC,7/1/2018,6/30/2019,90,"  607,815.00 ","  319,200.00 ","NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1720017,172001706,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  9,476,656.00 ","  4,933,212.17 ","NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1720335,172033502,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,Sports Referral Services,7/1/2018,6/30/2019,90,"  65,000.00 ","  5,191.82 ","NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1820297,182029701,HUMAN SERVICES,"NorthEast Treatment Centers, Inc.",Human Services Department,PCIT,7/1/2018,6/30/2019,90,"  31,344.00 ",  -   ,"NorthEast Treatment Centers, Inc.",09,EXEMPT,Non Profit
1720018,172001805,HUMAN SERVICES,Northern Children's Services,Human Services Department,Placement Services,7/1/2017,6/30/2019,90,"  7,184,973.00 ","  5,989,599.59 ",Northern Children's Services,09,EXEMPT,Non Profit
1720018,172001805,HUMAN SERVICES,Northern Children's Services,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  3,460,361.32 ","  2,527,317.54 ",Northern Children's Services,09,EXEMPT,Non Profit
1720090,172009002,HUMAN SERVICES,Northern Children's Services,Human Services Department,Reti Wrap,7/1/2018,6/30/2019,90,"  72,843.00 ","  47,167.00 ",Northern Children's Services,09,EXEMPT,Non Profit
1720529,172052902,HUMAN SERVICES,Northern Children's Services,Human Services Department,Supportive Housing,7/1/2018,6/30/2019,90,"  201,446.00 ","  102,163.00 ",Northern Children's Services,09,EXEMPT,Non Profit
1920168,1920168,HUMAN SERVICES,PFM Group Consulting LLC,Human Services Department,Title IV E Reviewer,7/1/2018,6/30/2019,90,"  308,950.00 ","  2,375.00 ",PFM Group Consulting LLC,01,ADVERTISED,For Profit
1620201,162020103,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Forensic Evaluations,7/1/2018,6/30/2019,90,"  538,804.00 ","  169,111.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1720044,172004402,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Operational Support- A&M,7/1/2018,6/30/2019,90,"  110,000.00 ","  57,374.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1720046,172004602,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Operational Support-JJS,7/1/2018,6/30/2019,90,"  80,450.00 ","  44,317.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1720206,172020602,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Operational Support-CWO,7/1/2018,6/30/2019,90,"  951,355.00 ","  610,464.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1920465,1920465,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Operational Support-FINAN,7/1/2018,6/30/2019,90,"  163,625.00 ",  -   ,"PMHCC, INC",09,EXEMPT,Non Profit
1920466,1920466,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Operational Support-PMT,7/1/2018,6/30/2019,90,"  485,199.00 ","  265,511.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1920467,1920467,HUMAN SERVICES,"PMHCC, INC",Human Services Department,Operational Support-PREVE,7/1/2018,6/30/2019,90,"  791,368.00 ","  499,872.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1720178,172017802,HUMAN SERVICES,Past Your Bedtime Childcare Center LLC,Human Services Department,Child Care Services,7/1/2018,6/30/2019,90,"  26,954.00 ","  4,135.35 ",Past Your Bedtime Childcare Center LLC,01,ADVERTISED,For Profit
1720139,172013903,HUMAN SERVICES,"Path (People Acting to Help), Inc.",Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  107,020.00 ",  -   ,"Path (People Acting to Help), Inc.",09,EXEMPT,Non Profit
1720140,172014004,HUMAN SERVICES,"PathWays PA, Inc.",Human Services Department,Placement Services,7/1/2017,6/30/2019,90,"  3,486,534.00 ","  2,724,218.97 ","PathWays PA, Inc.",09,EXEMPT,Non Profit
1720140,172014004,HUMAN SERVICES,"PathWays PA, Inc.",Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  1,859,888.82 ","  1,069,261.98 ","PathWays PA, Inc.",09,EXEMPT,Non Profit
1920181,1920181,HUMAN SERVICES,"Pedia  Manor, Inc.",Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  180,074.00 ",  -   ,"Pedia  Manor, Inc.",09,EXEMPT,Non Profit
1920010,1920010,HUMAN SERVICES,Pee Wee Prep Educational Center,Human Services Department,Child Care Services,7/1/2018,6/30/2019,90,"  119,256.00 ",  -   ,Pee Wee Prep Educational Center,01,ADVERTISED,For Profit
1820235,182023501,HUMAN SERVICES,Pennsylvania School for the Deaf,Human Services Department,Life Skills Training,7/1/2018,6/30/2019,90,"  50,000.00 ","  26,509.00 ",Pennsylvania School for the Deaf,09,EXEMPT,Non Profit
1920374,1920374,HUMAN SERVICES,People's Emergency Center,Human Services Department,Placement Services,7/1/2018,6/30/2019,90,"  79,869.00 ",  -   ,People's Emergency Center,09,EXEMPT,Non Profit
1920058,1920058,HUMAN SERVICES,"Performance Plus International, Inc",Human Services Department,Leadership and Profession,7/1/2018,6/30/2019,90,"  310,341.00 ","  127,181.00 ","Performance Plus International, Inc",01,ADVERTISED,For Profit
