original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1320731,132073102,HEALTH,Public Health Management Corporation,Health Department,Ryan White A Umbrella,2014-03-01,2015-02-28,243,3856986,0,Public Health Management Corporation
1320748,132074801,HEALTH,Public Health Management Corporation,Health Department,Accredidation GHP,2014-01-01,2014-12-31,184,93818,30195,Public Health Management Corporation
1320770,1320770,HEALTH,Public Health Management Corporation,Health Department,CDC Surveillance MMP,2013-06-01,2014-05-31,0,269441,191937,Public Health Management Corporation
1320770,132077001,HEALTH,Public Health Management Corporation,Health Department,CDC Surveillance MMP,2014-06-01,2015-05-31,335,261761,0,Public Health Management Corporation
1420119,142011901,HEALTH,Public Health Management Corporation,Health Department,PHMC Administration,2013-07-01,2014-06-30,0,672254,486614,Public Health Management Corporation
1420410,1420410,HEALTH,Public Health Management Corporation,Health Department,STD Surveillance,2013-12-01,2014-11-30,153,1012347,185041,Public Health Management Corporation
1420446,1420446,HEALTH,Public Health Management Corporation,Health Department,Support Services,2014-03-01,2014-06-30,0,50513,8791,Public Health Management Corporation
MPXX14000035,MPXX14000035,HEALTH,RTM Designs,Miscellaneous Order,Refer NET Annual Support,2013-07-01,2014-06-30,0,2500,2500,RTM Designs
1420192,142019201,HEALTH,"RUTGERS, THE STATE UNIVERSITY",Health Department,RWA,2014-03-01,2015-02-28,243,168206,30326,"RUTGERS, THE STATE UNIVERSITY"
1320678,1320678,HEALTH,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Computer and Information Svcs,STD Data Mgmt System,2013-06-01,2014-05-31,0,325000,178235.75,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000195,MPXX14000195,HEALTH,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Miscellaneous Order,HL7 Interface,2013-09-01,2014-06-30,0,30000,17150,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000009,MPXX14000009,HEALTH,"Satya B. Verma, OD",Miscellaneous Order,Optometry-Riverview Home,2013-07-01,2014-06-30,0,10000,3720,"Satya B. Verma, OD"
MPXX14000049,MPXX14000049,HEALTH,Sheila Mcfadden-Dashkow,Miscellaneous Order,Forensic Odontology Svs.,2013-07-01,2014-06-30,0,0,0,Sheila Mcfadden-Dashkow
1220171,122017102,HEALTH,"Siemens Medical Solutions USA, Inc.",Computer and Information Svcs,Novius lab Info System,2013-07-01,2014-06-30,0,190000,0,"Siemens Medical Solutions USA, Inc."
1220173,122017302,HEALTH,"Siemens Medical Solutions USA, Inc.",Computer and Information Svcs,Signature PM System,2013-07-01,2014-06-30,0,522000,0,"Siemens Medical Solutions USA, Inc."
MPXX14000115,MPXX14000115,HEALTH,"Social Solutions Global, Inc.",Miscellaneous Order,ETO,2013-07-01,2014-06-30,0,12450,12450,"Social Solutions Global, Inc."
1420319,1420319,HEALTH,TechSense Solutions Inc.,Computer and Information Svcs,Web Dev & Support,2013-07-01,2014-06-30,0,10000,8167.5,TechSense Solutions Inc.
1220445,122044502,HEALTH,Temple University,Health Department,CDC Prevention 2014,2014-01-01,2014-12-31,184,70000,12465,Temple University
1220509,122050902,HEALTH,Temple University,Health Department,Salt Reduction & Tobacco,2013-09-30,2014-09-29,91,75000,71174.95,Temple University
1320415,132041501,HEALTH,Temple University,Health Department,Salt Reduction & Tobacco,2013-07-01,2014-06-30,0,150000,85204.49,Temple University
1320710,132071002,HEALTH,Temple University,Health Department,RWA MAI,2014-03-01,2015-02-28,243,495191,11436,Temple University
1320711,132071102,HEALTH,Temple University,Health Department,RWA DENTAL,2014-03-01,2015-02-28,243,113769,0,Temple University
1420091,1420091,HEALTH,Temple University,Health Department,HIV/AIDS Dental Care,2013-07-01,2014-06-30,0,40868,17028.33,Temple University
1420326,1420326,HEALTH,Temple University,Health Department,Salt Reduction in Comm,2013-09-30,2014-09-29,91,105047,0,Temple University
MPXX14000292,MPXX14000292,HEALTH,Temple University,Miscellaneous Order,Special Needs,2014-01-01,2014-06-30,0,3000,0,Temple University
1120047,112004703,HEALTH,Tenet Health Systems St. CHFC  L.L.C.,Health Department,Pediatric Specialty Svcs,2013-07-01,2014-06-30,0,25000,0,Tenet Health Systems St. CHFC  L.L.C.
1320704,132070402,HEALTH,The Cooper Health System,Health Department,RWA,2014-03-01,2015-02-28,243,767965,0,The Cooper Health System
1220489,122048906,HEALTH,The Food Trust,Health Department,Food Access,2013-07-01,2014-06-30,0,344995,201740,The Food Trust
1220507,122050703,HEALTH,The Food Trust,Health Department,Healthy Food Access,2013-09-30,2014-09-29,91,88669,14925,The Food Trust
1420325,1420325,HEALTH,The Food Trust,Health Department,Salt Reduction in Comm.,2013-09-30,2014-09-29,91,25820,1506,The Food Trust
1220446,122044602,HEALTH,Thomas Jefferson University,Health Department,CDC Prevention 2014,2014-01-01,2014-12-31,184,57500,12963,Thomas Jefferson University
1320712,132071201,HEALTH,Thomas Jefferson University,Health Department,RWA,2014-03-01,2015-02-28,243,165000,21811,Thomas Jefferson University
1220208,122020802,HEALTH,UNITARY,Health Department,Temporary Pharmacy Staff,2013-07-01,2014-06-30,0,700000,433940.67,UNITARY
1220455,122045502,HEALTH,UNITARY,Health Department,CDC Prevention Unitary,2014-01-01,2014-12-31,184,3000000,609146,UNITARY
1220547,122054701,HEALTH,UNITARY,Health Department,Healthy Start Unitary,2013-06-01,2014-05-31,0,2500000,1862639.8,UNITARY
1320056,132005601,HEALTH,UNITARY,Health Department,Title V Unitary,2013-07-01,2014-06-30,0,1295835,870493.2,UNITARY
1320099,132009901,HEALTH,UNITARY,Health Department,Hospital Referral/Malprac,2013-07-01,2014-06-30,0,4019771,2373396.01,UNITARY
1320730,132073001,HEALTH,UNITARY,Health Department,Ryan White A Unitary,2014-03-01,2015-02-28,243,8824382,856342,UNITARY
1420116,1420116,HEALTH,UNITARY,Health Department,2014 State Act 656,2013-07-01,2014-06-30,0,879486,448191,UNITARY
1420117,1420117,HEALTH,UNITARY,Health Department,2014 GF Unitary,2013-07-01,2014-06-30,0,2291814,1489016,UNITARY
1420128,1420128,HEALTH,UNITARY,Health Department,Ryan White Part B Unitary,2013-07-01,2014-06-30,0,3438958,2627373,UNITARY
1420217,1420217,HEALTH,UNITARY,Health Department,State Prevention Unitary,2013-07-01,2014-06-30,0,1000000,477822,UNITARY
1420364,1420364,HEALTH,UNITARY,Health Department,Phila. Integ. Hlth SAMHSA,2013-09-30,2014-09-29,91,500000,105045,UNITARY
1420388,1420388,HEALTH,UNITARY,Health Department,HIV PREVENTION PROGRAM,2014-01-01,2014-06-30,0,628442,397253,UNITARY
MPXX14000291,MPXX14000291,HEALTH,United Cerebral Palsy Association of Philadelphia & Vicinity,Miscellaneous Order,Special Needs,2014-01-01,2014-06-30,0,3000,1170,United Cerebral Palsy Association of Philadelphia & Vicinity
1320714,132071401,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,RWA DENTAL,2014-03-01,2015-02-28,243,339449,78761,"University of Pennsylvania, Trustees of the"
1320715,132071501,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,RWA,2014-03-01,2015-02-28,243,299530,76589,"University of Pennsylvania, Trustees of the"
1420093,1420093,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,HIV/AIDS Services,2013-07-01,2014-06-30,0,100000,66666.64,"University of Pennsylvania, Trustees of the"
1420118,1420118,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,Obstetrical Consultant,2013-07-01,2014-06-30,0,45068,29386.63,"University of Pennsylvania, Trustees of the"
1420153,1420153,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,RWB Oral Health Care,2013-07-01,2014-06-30,0,29056,21782,"University of Pennsylvania, Trustees of the"
1420213,142021301,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,Tobacco Warnings Eval,2013-07-01,2014-06-30,0,177000,77081.21,"University of Pennsylvania, Trustees of the"
1420292,142029201,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,Improving Clinical Care,2013-09-30,2014-06-30,0,38850.99,0,"University of Pennsylvania, Trustees of the"
1420400,1420400,HEALTH,"University of Pennsylvania, Trustees of the",Health Department,Public Health Detailing,2013-10-01,2014-06-30,0,150000,0,"University of Pennsylvania, Trustees of the"
1320642,132064201,HEALTH,Urban Affairs Coalition,Health Department,CDC Prevention 2014,2014-01-01,2014-12-31,184,465144,116970,Urban Affairs Coalition
1320716,132071601,HEALTH,Urban Affairs Coalition,Health Department,RWA Fudiciary,2014-03-01,2015-02-28,243,200000,21929,Urban Affairs Coalition
1420113,1420113,HEALTH,Urban Affairs Coalition,Health Department,GENERAL FUNDS 2014,2013-07-01,2014-06-30,0,99150,49864,Urban Affairs Coalition
1420114,1420114,HEALTH,Urban Affairs Coalition,Health Department,State 656 funds 2014,2013-07-01,2014-06-30,0,261734,126978,Urban Affairs Coalition
1420245,1420245,HEALTH,Urban Affairs Coalition,Health Department,State Prevention UAC,2013-07-01,2014-06-30,0,585260,285229,Urban Affairs Coalition
1420386,1420386,HEALTH,Urban Affairs Coalition,Health Department,HIV PREVENTION PROGRAM,2014-01-01,2014-06-30,0,401625,251626,Urban Affairs Coalition
MPXX14000038,MPXX14000038,HEALTH,"WILLS EYE OPTHALMOLOGY CLINIC, INC.",Miscellaneous Order,Path. Ophthalmic Exam Svs,2013-07-01,2014-06-30,0,10000,4000,"WILLS EYE OPTHALMOLOGY CLINIC, INC."
1320149,132014903,HEALTH,"William E. Tierney, Limited",Health Department,Medicare/Medicaid Consult,2013-07-01,2014-06-30,0,85000,0,"William E. Tierney, Limited"
1320041,132004101,HEALTH,Women Organized Against Rape,Health Department,Sexual Assault,2013-07-01,2014-06-30,0,105000,80517,Women Organized Against Rape
1120001,1120001,HEALTH,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,2011-03-28,2015-03-27,270,8131873,1089470.18,eClinicalWorks LLC
1120587,112058704,HUMAN SERVICES,"120 Rider Avenue Operating Company, LP",Human Services Department,Placement Services,2013-07-01,2014-06-30,0,44183.25,40551.75,"120 Rider Avenue Operating Company, LP"
1120586,112058605,HUMAN SERVICES,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,194574,102771.45,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown
1120589,112058905,HUMAN SERVICES,"425 Cedarcrest Road Operating Company, LP",Human Services Department,placement services,2013-07-01,2014-06-30,0,88366.5,56288.25,"425 Cedarcrest Road Operating Company, LP"
1120588,112058806,HUMAN SERVICES,"90 Cafferty Road Operating Company, LP",Human Services Department,Placement Services,2013-07-01,2014-06-30,0,421012.01,364481.55,"90 Cafferty Road Operating Company, LP"
1120119,112011910,HUMAN SERVICES,"A Second Chance, Inc.",Human Services Department,Placement Services,2013-07-01,2014-06-30,0,3732334,3380657.94,"A Second Chance, Inc."
1320612,132061203,HUMAN SERVICES,"A Second Chance, Inc.",Human Services Department,Family Guided Decision Ma,2013-07-01,2014-06-30,0,1888500,1729000,"A Second Chance, Inc."
1320204,132020402,HUMAN SERVICES,"ABS LINCS VA, Inc. D/B/A First Home Care",Human Services Department,Placement Services,2013-07-01,2014-06-30,0,7994482.57,6914574.73,"ABS LINCS VA, Inc. D/B/A First Home Care"
1320447,132044701,HUMAN SERVICES,"ASPIRA, Inc. of Pennsylvania",Human Services Department,EPIC STAKEHOLDERS,2013-07-01,2014-06-30,0,140000,81951,"ASPIRA, Inc. of Pennsylvania"
1420235,1420235,HUMAN SERVICES,"Access Information Management of Wisconsin, LLC",General Consultant Services,Records Mgt Support,2013-08-12,2014-06-30,0,351429,155669.03,"Access Information Management of Wisconsin, LLC"
1320280,132028003,HUMAN SERVICES,Adelphoi Villiage,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,1461939.9,1111844,Adelphoi Villiage
MPXX14000207,MPXX14000207,HUMAN SERVICES,Adoption Center of Delaware Valley,Miscellaneous Order,Adoption Recruitment Svs,2013-09-10,2014-06-30,0,17167,0,Adoption Center of Delaware Valley
MPXX14000118,MPXX14000118,HUMAN SERVICES,Alana F. Dunoff DBA AFD Facility Planning,Miscellaneous Order,Facility Planning,2013-07-16,2014-06-30,0,27870,21197.1,Alana F. Dunoff DBA AFD Facility Planning
1420140,142014003,HUMAN SERVICES,"Alliance Human Services, Inc.",Human Services Department,Placement Services,2013-07-01,2014-06-30,0,4158930,3719910.39,"Alliance Human Services, Inc."
1320227,132022703,HUMAN SERVICES,Alternative Rehabilitation Communities Inc.,Human Services Department,Delinquent Placement,2013-07-01,2014-06-30,0,1041189.85,918753.42,Alternative Rehabilitation Communities Inc.
MPXX14000184,MPXX14000184,HUMAN SERVICES,American Red Cross,Miscellaneous Order,CPR Training,2013-07-01,2014-06-30,0,9540,8446,American Red Cross
MPXX14000165,MPXX14000165,HUMAN SERVICES,Americor Press,Miscellaneous Order,Printing Services,2013-08-06,2014-06-30,0,25000,12710,Americor Press
1320063,132006301,HUMAN SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Truancy Prevention,2013-07-01,2014-06-30,0,818903,542297,"Asociacion Puertorriquenos En Marcha, Inc."
1320230,132023004,HUMAN SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Placement Services (IHPS),2013-07-01,2014-06-30,0,2750610,2667226.48,"Asociacion Puertorriquenos En Marcha, Inc."
1320313,132031301,HUMAN SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,IOC CUA- 2,2013-07-01,2014-06-30,0,13028514,6372838,"Asociacion Puertorriquenos En Marcha, Inc."
1420212,1420212,HUMAN SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Childcare Services,2013-08-05,2014-06-30,0,30000,8356.6,"Asociacion Puertorriquenos En Marcha, Inc."
1320290,132029003,HUMAN SERVICES,Assessment & Treatment Alternatives Inc,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,184099.01,142281.18,Assessment & Treatment Alternatives Inc
1320590,132059001,HUMAN SERVICES,Assessment & Treatment Alternatives Inc,Human Services Department,Evaluation  Services,2013-07-01,2014-06-30,0,233000,68650,Assessment & Treatment Alternatives Inc
1420189,1420189,HUMAN SERVICES,"Attic Youth Center, The",Human Services Department,LGBTQ Special Needs,2013-07-01,2014-06-30,0,100000,93758,"Attic Youth Center, The"
MPXX14000077,MPXX14000077,HUMAN SERVICES,"Attic Youth Center, The",Miscellaneous Order,Training Services,2013-07-01,2014-06-30,0,15000,8000,"Attic Youth Center, The"
1220389,122038903,HUMAN SERVICES,Auberle,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,67890,0,Auberle
1320255,132025501,HUMAN SERVICES,Baptist Children's Services,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,2084180.02,1854310.36,Baptist Children's Services
1320405,132040501,HUMAN SERVICES,"Bayada Home Health Care, Inc.",Human Services Department,Medical Services,2013-07-01,2014-06-30,0,175000,121960.47,"Bayada Home Health Care, Inc."
1320679,132067901,HUMAN SERVICES,Be Strong Families NFP,Human Services Department,"IOC, CUA staff  training",2013-07-01,2014-06-30,0,100000,66533,Be Strong Families NFP
1320194,132019401,HUMAN SERVICES,Benchmark Behavioral Health System,Human Services Department,"Inst,Grphome,SIL,CBDS",2013-07-01,2014-06-30,0,5280,0,Benchmark Behavioral Health System
1320257,132025703,HUMAN SERVICES,Bethanna,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,6900000,6601515.63,Bethanna
1420478,1420478,HUMAN SERVICES,Bethanna,Human Services Department,Startup Costs IOC,2014-01-13,2014-06-30,0,230567,0,Bethanna
1320258,132025802,HUMAN SERVICES,Bethany Children's Home,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,427309.12,402779.22,Bethany Children's Home
1320259,132025904,HUMAN SERVICES,Bethany Christian Services,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,1086248,470550.67,Bethany Christian Services
1320246,132024603,HUMAN SERVICES,Bethesda Children's Home,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,161798,56379.52,Bethesda Children's Home
1320362,132036201,HUMAN SERVICES,Big Brothers Big Sisters Association,Human Services Department,MENTORING PROGRAM,2013-07-01,2014-06-30,0,1000000,922483,Big Brothers Big Sisters Association
MPXX14000172,MPXX14000172,HUMAN SERVICES,"Blue Chip Technologies-US, Inc. d/b/a Guardian MPS",Miscellaneous Order,Training Services,2013-08-14,2014-06-30,0,31448,31448,"Blue Chip Technologies-US, Inc. d/b/a Guardian MPS"
1120267,112026703,HUMAN SERVICES,Breakthrough of Greater Philadelphia,Human Services Department,STUDENT TRAINING,2013-07-01,2014-06-30,0,30000,26465,Breakthrough of Greater Philadelphia
1420239,1420239,HUMAN SERVICES,CASA of Philadelphia,Human Services Department,Child Advocacy,2013-07-01,2014-06-30,0,225000,187520,CASA of Philadelphia
1320282,132028202,HUMAN SERVICES,CHE Services Corporation d/b/a Children's Home of Easton,Human Services Department,Placement Services,2013-07-01,2014-06-30,0,2430307.01,1594676.54,CHE Services Corporation d/b/a Children's Home of Easton
1320565,132056502,HUMAN SERVICES,"CHOR Youth & Family Services, Inc.",Human Services Department,Placement Services,2012-07-01,2014-06-30,0,6570,93,"CHOR Youth & Family Services, Inc."
1320565,132056502,HUMAN SERVICES,"CHOR Youth & Family Services, Inc.",Human Services Department,Placement Services,2013-07-01,2014-06-30,0,4380,93,"CHOR Youth & Family Services, Inc."
1320427,132042701,HUMAN SERVICES,COMMUNIPOWER II,Human Services Department,YOUTH DEVELOPEMENT,2013-07-01,2014-06-30,0,112200,96415,COMMUNIPOWER II
