original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status,
1320321,132032103,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,GENERAL FUND 2016 LEGAL,7/1/2015,6/30/2016,0,78498,71961,AIDS Law Project of Pennsylvania,9,EXEMPT,Non Profit,
1320700,132070008,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,Legal Services,3/1/2016,2/28/2017,242,457114,105328,AIDS Law Project of Pennsylvania,9,EXEMPT,Non Profit,
1520463,152046301,HEALTH,AccessMatters,Health Department,STD Program,12/1/2015,11/30/2016,152,99713,33991.64,AccessMatters,9,EXEMPT,Non Profit,
1320701,132070105,HEALTH,Albert Einstein Healthcare Network,Health Department,RWA  FY 16,3/1/2016,2/28/2017,242,306591,0,Albert Einstein Healthcare Network,9,EXEMPT,Non Profit,
1620350,1620350,HEALTH,Albert Einstein Healthcare Network,Health Department,CDC Prevention 2016,1/1/2016,12/31/2016,183,35000,0,Albert Einstein Healthcare Network,9,EXEMPT,Non Profit,
1420103,142010302,HEALTH,Albert Einstein Medical Center,Health Department,MSP - Prernatal Services,7/1/2015,6/30/2016,0,60000,56700,Albert Einstein Medical Center,9,EXEMPT,Non Profit,
1420136,142013602,HEALTH,"Alpha Medical Group, Ltd.",Health Department,Radiology Services,7/1/2015,6/30/2016,0,1565530,892933.78,"Alpha Medical Group, Ltd.",1,ADVERTISED,For Profit,
1620071,1620071,HEALTH,American Lung Association of Pennsylvania,Health Department,Flick Clinic Operation,7/1/2015,6/30/2016,0,353810,254185.93,American Lung Association of Pennsylvania,9,EXEMPT,Non Profit,
MPXX16000058,MPXX16000058,HEALTH,Arthur Washburn Ph.D,Miscellaneous Order,Forensic Anthropology Svs,7/1/2015,6/30/2016,0,2000,1525,Arthur Washburn Ph.D,1,ADVERTISED,For Profit,
1520096,152009601,HEALTH,Bellevue Media Group,Health Department,Adult Immun Practice Proj,7/1/2015,6/30/2016,0,85225,21565,Bellevue Media Group,1,ADVERTISED,For Profit,
1620333,1620333,HEALTH,"Cerner Health Services, Inc.",Computer and Information Svcs,Novius Lab System,1/1/2016,12/31/2016,183,90000,16153.83,"Cerner Health Services, Inc.",1,ADVERTISED,For Profit,
1420096,142009602,HEALTH,Children's Hospital of Philadelphia,Health Department,HIV Primary Care/Support,7/1/2015,6/30/2016,0,101156,113626.69,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit,
1420382,142038203,HEALTH,Children's Hospital of Philadelphia,Health Department,2016 GENERAL FUND,7/1/2015,6/30/2016,0,130000,112173,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit,
1420387,142038702,HEALTH,Children's Hospital of Philadelphia,Health Department,2016 State Prev,7/1/2015,6/30/2016,0,26820,20976,Children's Hospital of Philadelphia,1,ADVERTISED,Non Profit,
1620363,1620363,HEALTH,Children's Hospital of Philadelphia,Health Department,CDC Prevention FY 16,1/1/2016,12/31/2016,183,220860,84425,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit,
1620390,1620390,HEALTH,Children's Hospital of Philadelphia,Health Department,Pediatric Infec.Dis.Spec.,1/1/2016,12/31/2016,183,104283,27970.44,Children's Hospital of Philadelphia,9,EXEMPT,Non Profit,
MPXX16000064,MPXX16000064,HEALTH,Children's Hospital of Philadelphia,Miscellaneous Order,STD Surv Net (SSuN) Proj,7/1/2015,6/30/2016,0,25000,25000,Children's Hospital of Philadelphia,102,EXEMPT,Non Profit,
MPXX16000193,MPXX16000193,HEALTH,Clean Air Council,Miscellaneous Order,Clean Air Reports,9/1/2015,6/30/2016,0,26015,0,Clean Air Council,102,EXEMPT,Non Profit,
1320703,132070304,HEALTH,Clinical Care Assoc. of the Univ. of Penna. Health System,Health Department,RWA FY 16,3/1/2016,2/28/2017,242,65338,0,Clinical Care Assoc. of the Univ. of Penna. Health System,9,EXEMPT,Non Profit,
1520487,152048701,HEALTH,"Common Market Philadelphia, Inc.",Health Department,Hospital Nutrition Stand,9/30/2015,9/29/2016,90,100000,37647,"Common Market Philadelphia, Inc.",9,EXEMPT,Non Profit,
1620101,1620101,HEALTH,Community Design Collaborative,Health Department,The Art of Active Play,7/1/2015,5/14/2016,0,19000,19000,Community Design Collaborative,9,EXEMPT,Non Profit,
1620147,1620147,HEALTH,Congreso De Latinos Unidos Inc,Health Department,FY16 State Prevention,7/1/2015,6/30/2016,0,25000,1483,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit,
1420401,142040103,HEALTH,Council of Spanish Speaking Organizations Inc,Health Department,DDC Outreach Workers,12/1/2015,11/30/2016,152,580000,26199.6,Council of Spanish Speaking Organizations Inc,9,EXEMPT,Non Profit,
1620409,1620409,HEALTH,Counter Tools,Health Department,Tobacco Retailer Project,1/1/2016,6/30/2016,0,19778,10372.87,Counter Tools,9,EXEMPT,Non Profit,
MPXX16000078,MPXX16000078,HEALTH,"DIGITAL HEALTH DEPARTMENT, INC",Miscellaneous Order,DHD License & Maintenance,7/7/2015,6/30/2016,0,24000,24000,"DIGITAL HEALTH DEPARTMENT, INC",102,EXEMPT,For Profit,
1520554,152055401,HEALTH,"David A. Lopez and Company, LLC",Accounting and Auditing Svcs,Financial Audit,6/1/2015,5/31/2016,0,19115,9080,"David A. Lopez and Company, LLC",1,ADVERTISED,For Profit,
1520554,152055402,HEALTH,"David A. Lopez and Company, LLC",Accounting and Auditing Svcs,Financial Audit,6/1/2016,5/31/2017,334,9080,0,"David A. Lopez and Company, LLC",1,ADVERTISED,For Profit,
MPXX16000051,MPXX16000051,HEALTH,Dental Forensic Services of Indian Valley,Miscellaneous Order,Forensic Odontology Svs,7/1/2015,6/30/2016,0,7000,1750,Dental Forensic Services of Indian Valley,1,ADVERTISED,For Profit,
MPXX16000061,MPXX16000061,HEALTH,"Dhody Osteological Consulting, LLC",Miscellaneous Order,Forensic Anthropology Svs,7/1/2015,6/30/2016,0,1000,350,"Dhody Osteological Consulting, LLC",102,EXEMPT,For Profit,
1420419,142041903,HEALTH,Drexel University,Health Department,Salt Reduction Media Eval,7/1/2015,6/30/2016,0,32755,0,Drexel University,9,EXEMPT,Non Profit,
1520160,152016001,HEALTH,Drexel University,Health Department,RWB,7/1/2015,6/30/2016,0,124204,102988,Drexel University,9,EXEMPT,Non Profit,
1520172,152017201,HEALTH,Drexel University,Health Department,Pediatric TB Clinic,7/1/2015,6/30/2016,0,65450,18368.91,Drexel University,9,EXEMPT,Non Profit,
1520267,152026703,HEALTH,Drexel University,Health Department,RWA FY16 at Hahn,3/1/2016,2/28/2017,242,1283607,57563,Drexel University,9,EXEMPT,Non Profit,
1520268,152026802,HEALTH,Drexel University,Health Department,RWA FY16 at St. Chis,3/1/2016,2/28/2017,242,374806,26572,Drexel University,9,EXEMPT,Non Profit,
1520269,152026903,HEALTH,Drexel University,Health Department,CDC Prevention 2016,1/1/2016,12/31/2016,183,55000,0,Drexel University,9,EXEMPT,Non Profit,
1520270,152027003,HEALTH,Drexel University,Health Department,CDC Pre FY16-Hahneman,1/1/2016,12/31/2016,183,120000,30304,Drexel University,9,EXEMPT,Non Profit,
1520522,152052201,HEALTH,Drexel University,Health Department,Bike Share Evaluation,9/30/2015,9/29/2016,90,200000,48409,Drexel University,9,EXEMPT,Non Profit,
1620120,1620120,HEALTH,Drexel University,Health Department,Prenatal Services,7/1/2015,6/30/2016,0,609200,100439.5,Drexel University,9,EXEMPT,Non Profit,
1620123,1620123,HEALTH,Drexel University,Health Department,Smoke-Free Housing Eval,7/1/2015,6/30/2016,0,67242,0,Drexel University,9,EXEMPT,Non Profit,
1620175,1620175,HEALTH,Drexel University,Health Department,Hospital Referrals,7/1/2015,6/30/2016,0,247858,82619.32,Drexel University,9,EXEMPT,Non Profit,
MPXX16000042,MPXX16000042,HEALTH,Drexel University,Miscellaneous Order,Histotechnology Services,7/1/2015,6/30/2016,0,25000,12461,Drexel University,102,EXEMPT,Non Profit,
1420102,142010202,HEALTH,"Dunbar Armored, Inc.",Health Department,Armored Cash Collection,7/1/2015,6/30/2016,0,40000,8364.49,"Dunbar Armored, Inc.",1,ADVERTISED,For Profit,
MPXX16000298,MPXX16000298,HEALTH,Easter Seals of Southeatern PA,Miscellaneous Order,Easter Seals,12/17/2015,6/30/2016,0,3000,3000,Easter Seals of Southeatern PA,102,EXEMPT,Non Profit,
1320088,132008803,HEALTH,"Ellison Group, The",General Consultant Services,Human Resources Consultan,7/1/2015,6/30/2016,0,20000,9642.5,"Ellison Group, The",7,EXEMPT,For Profit,
MPXX16000299,MPXX16000299,HEALTH,Elwyn,Miscellaneous Order,Elwyn,12/17/2015,6/30/2016,0,3000,2975,Elwyn,102,EXEMPT,Non Profit,
1520025,152002501,HEALTH,"Fairmount Long Term Care, Inc",General Consultant Services,PNH Operations,7/1/2015,6/30/2016,0,35773463,31552548,"Fairmount Long Term Care, Inc",9,EXEMPT,Non Profit,
1420122,142012202,HEALTH,"General Healthcare Resources, Inc.",Health Department,NursingServices-Riverview,7/1/2015,6/30/2016,0,652311,473037.01,"General Healthcare Resources, Inc.",1,ADVERTISED,For Profit,
MPXX16000222,MPXX16000222,HEALTH,"General Healthcare Resources, Inc.",Miscellaneous Order,Nursing Services,9/30/2015,6/30/2016,0,20000,18382,"General Healthcare Resources, Inc.",102,EXEMPT,For Profit,
1520378,152037801,HEALTH,Girard Academic Music Program (GAMP) Parent and Alumni Organ,Health Department,Public Outreach,7/1/2015,6/30/2016,0,15250,15250,Girard Academic Music Program (GAMP) Parent and Alumni Organ,9,EXEMPT,Non Profit,
MPXX16000303,MPXX16000303,HEALTH,Greater Phila. Health Action Inc. d/b/a Woodland Academy,Miscellaneous Order,AAACP,12/18/2015,6/30/2016,0,3000,2998.74,Greater Phila. Health Action Inc. d/b/a Woodland Academy,102,EXEMPT,Non Profit,
1620144,1620144,HEALTH,"Group 6 Healthcare Consulting & Management, LLC",General Consultant Services,PNH Patient Care Monitor,7/1/2015,6/30/2016,0,110000,76876,"Group 6 Healthcare Consulting & Management, LLC",1,ADVERTISED,For Profit,
1520462,152046201,HEALTH,Health Business Systems,Computer and Information Svcs,PharmacyManagementService,7/1/2015,6/30/2016,0,138000,101941.49,Health Business Systems,1,ADVERTISED,For Profit,
1320101,132010104,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Support and Oversight,7/1/2015,6/30/2016,0,9620355,7080067,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1420138,142013803,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Fatality Review Program,7/1/2015,6/30/2016,0,863033,557769,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1420229,142022903,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Bioterrorism Training,7/1/2015,6/30/2016,0,84375,83657,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1420398,142039803,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Tobacco Counseling/Train,7/1/2015,6/30/2016,0,66376,22402,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1420402,142040203,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,HPV Vaccination,11/1/2015,10/31/2016,122,313110,101425,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1520273,152027301,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Title V CSHCN/Adolescent,7/1/2015,6/30/2016,0,136647,105744,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1520303,152030301,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,MOM Program,7/1/2015,6/30/2016,0,844328,682063,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1520356,152035602,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Hepatitis Prep and Surv.,10/1/2015,9/30/2016,91,530611,379057,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1520464,152046401,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Better Chronic Care,9/30/2015,9/29/2016,90,439869.83,59192,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
1620168,1620168,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,CHIP Access to Care,7/1/2015,6/30/2016,0,10000,0,"Health Federation of Philadelphia, Inc",9,EXEMPT,Non Profit,
MPXX16000328,MPXX16000328,HEALTH,"Health Monitoring Systems, Inc.",Miscellaneous Order,Electronic Data Transmit,1/29/2016,6/30/2016,0,5000,5000,"Health Monitoring Systems, Inc.",102,EXEMPT,For Profit,
1520471,152047101,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,Nutrition Standards Train,9/30/2015,9/29/2016,90,75000,9520,Health Promotion Council of SE Pa Inc,9,EXEMPT,Non Profit,
1620410,1620410,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,MSA Enforcement,7/1/2015,6/30/2016,0,120813,90531,Health Promotion Council of SE Pa Inc,9,EXEMPT,Non Profit,
MPXX16000149,MPXX16000149,HEALTH,"Identity Theft Guard Solutions, Inc. d/b/a ID Experts",Miscellaneous Order,Credit Monitoring,8/11/2015,6/30/2016,0,5587.2,1101.6,"Identity Theft Guard Solutions, Inc. d/b/a ID Experts",102,EXEMPT,For Profit,
MPXX16000304,MPXX16000304,HEALTH,"Intake, LLC",Miscellaneous Order,High School Billing,11/1/2015,6/30/2016,0,25000,0,"Intake, LLC",102,EXEMPT,For Profit,
1320705,132070506,HEALTH,Kennedy University Hospital Inc,Health Department,RWA FY 16,3/1/2016,2/28/2017,242,795614,0,Kennedy University Hospital Inc,9,EXEMPT,Non Profit,
1320706,132070604,HEALTH,Kensington Hospital,Health Department,RWA FY16,3/1/2016,2/28/2017,242,155027,38338,Kensington Hospital,9,EXEMPT,Non Profit,
1620351,1620351,HEALTH,Kensington Hospital,Health Department,CDC Prevention 2016,1/1/2016,12/31/2016,183,65000,26639,Kensington Hospital,9,EXEMPT,Non Profit,
1620445,1620445,HEALTH,Kensington Hospital,Health Department,HIV Prev. Navigation Svcs,4/1/2016,9/29/2016,90,80000,0,Kensington Hospital,1,ADVERTISED,Non Profit,
1320039,132003904,HEALTH,LaSalle University,Health Department,HIP,7/1/2015,6/30/2016,0,308427,248816.37,LaSalle University,9,EXEMPT,Non Profit,
MPXX16000055,MPXX16000055,HEALTH,"Lawrence A. Dobrin DMD, DABFO",Miscellaneous Order,Forensic Odontology Svs,7/1/2015,6/30/2016,0,1000,0,"Lawrence A. Dobrin DMD, DABFO",1,ADVERTISED,For Profit,
MPXX16000057,MPXX16000057,HEALTH,"Linda Barbara Edelson-Slocum, DMD",Miscellaneous Order,Forensic Odontology Svs,7/1/2015,6/30/2016,0,2500,0,"Linda Barbara Edelson-Slocum, DMD",102,EXEMPT,For Profit,
1320631,132063106,HEALTH,MEE Productions Inc,Health Department,Media Campaign,7/1/2015,6/30/2016,0,578062.38,189036.47,MEE Productions Inc,1,ADVERTISED,For Profit,
1520093,152009301,HEALTH,"Mark W. Rovinski, CPA, LLC",Accounting and Auditing Svcs,Financial Monitoring,7/1/2015,6/30/2016,0,64625,0,"Mark W. Rovinski, CPA, LLC",1,ADVERTISED,For Profit,
1620424,1620424,HEALTH,Mazzoni Center,Health Department,Syphilis Surveillance,2/1/2016,1/31/2017,214,31680,10560,Mazzoni Center,9,EXEMPT,Non Profit,
1520523,152052302,HEALTH,"Mighty Engine, Inc.",Health Department,PA Media Initiative,9/30/2015,9/29/2016,90,366348,327098,"Mighty Engine, Inc.",1,ADVERTISED,For Profit,
1420120,142012003,HEALTH,National Nursing Centers Consortium,Health Department,Cross Program Data Mgr,7/1/2015,6/30/2016,0,64203,52696.89,National Nursing Centers Consortium,9,EXEMPT,Non Profit,
1520465,152046501,HEALTH,National Nursing Centers Consortium,Health Department,Smoke Free Public Housing,7/1/2015,6/30/2016,0,91893,0,National Nursing Centers Consortium,9,EXEMPT,Non Profit,
1620436,1620436,HEALTH,National Nursing Centers Consortium,Health Department,Adult Immunizations,4/1/2016,3/31/2017,273,85367,0,National Nursing Centers Consortium,9,EXEMPT,Non Profit,
MPXX16000301,MPXX16000301,HEALTH,Pegasus Riding Academy,Miscellaneous Order,Pegasus,12/17/2015,6/30/2016,0,3000,0,Pegasus Riding Academy,102,EXEMPT,Non Profit,
MPXX16000300,MPXX16000300,HEALTH,"Pennsylvania Council of Children, Youth and Family Services",Miscellaneous Order,PCCYFS,12/17/2015,6/30/2016,0,2125,0,"Pennsylvania Council of Children, Youth and Family Services",102,EXEMPT,Non Profit,
MPXX16000184,MPXX16000184,HEALTH,Pennsylvania Health Law Project,Miscellaneous Order,Universal Health Care,8/1/2015,6/30/2016,0,32000,0,Pennsylvania Health Law Project,102,EXEMPT,Non Profit,
1620340,1620340,HEALTH,Pennsylvania Horticultural Society,Health Department,Soil Safety Pilot,9/30/2015,9/29/2016,90,20164,0,Pennsylvania Horticultural Society,9,EXEMPT,Non Profit,
1520475,152047501,HEALTH,Pennsylvania Pharmacists Association,Health Department,Better Chronic Care,9/30/2015,9/29/2016,90,45000,983.65,Pennsylvania Pharmacists Association,9,EXEMPT,Non Profit,
MPXX16000320,MPXX16000320,HEALTH,Pennsylvania Pharmacists Association,Miscellaneous Order,NVAC Adult Imm Std Train,1/1/2016,6/30/2016,0,29700,0,Pennsylvania Pharmacists Association,102,EXEMPT,Non Profit,
1520474,152047401,HEALTH,Philadelphia Freedom Valley YMCA,Health Department,YMCA Diabetes Prevention,9/30/2015,9/29/2016,90,190000,0,Philadelphia Freedom Valley YMCA,9,EXEMPT,Non Profit,
1520300,152030001,HEALTH,Philadelphia Housing Authority,Health Department,Smoke Free Public Housing,7/1/2015,6/30/2016,0,47000,0,Philadelphia Housing Authority,8,EXEMPT,Non Profit,
MPXX16000272,MPXX16000272,HEALTH,Philadelphia Immunization,Miscellaneous Order,Immunization Education,12/1/2015,6/30/2016,0,10000,10000,Philadelphia Immunization,102,EXEMPT,Non Profit,
1620451,1620451,HEALTH,Philadelphia Mural Arts Advocates,Health Department,Tobacco Free Mural,4/15/2016,6/30/2016,0,10000,0,Philadelphia Mural Arts Advocates,8,EXEMPT,Non Profit,
1620504,1620504,HEALTH,Philadelphia Mural Arts Advocates,Health Department,CJC Stairwell Mural,5/27/2016,6/30/2016,0,18000,0,Philadelphia Mural Arts Advocates,8,EXEMPT,Non Profit,
1320709,132070904,HEALTH,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,FY 16 RWA/MAI,3/1/2016,2/28/2017,242,317015,0,Presbyterian Medical Center of the Univ of Penn Health Sys,9,EXEMPT,Non Profit,
1620357,1620357,HEALTH,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,2016 CDC Prevention,1/1/2016,12/31/2016,183,68923,0,Presbyterian Medical Center of the Univ of Penn Health Sys,9,EXEMPT,Non Profit,
1320093,132009305,HEALTH,Public Health Management Corporation,Health Department,AHS Mammography Support,7/1/2015,6/30/2016,0,309848,193858.58,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320412,132041203,HEALTH,Public Health Management Corporation,Health Department,Refugee Mgr and Epi Spec.,7/1/2015,6/30/2016,0,143922,75775,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320414,132041409,HEALTH,Public Health Management Corporation,Health Department,Get Healthy Philly Staff,7/1/2015,6/30/2016,0,505293,358658,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320600,132060003,HEALTH,Public Health Management Corporation,Health Department,STD DIS,12/1/2015,11/30/2016,152,1160595,115375,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320643,132064304,HEALTH,Public Health Management Corporation,Health Department,CDC Sur Natl Beh FY16,1/1/2016,12/31/2016,183,1260905,263389,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320731,132073104,HEALTH,Public Health Management Corporation,Health Department,RWA Umbrella FY 16,3/1/2016,2/28/2017,242,4194459,214877,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320770,132077002,HEALTH,Public Health Management Corporation,Health Department,Medical Monitoring Proj.,6/1/2015,5/31/2016,0,341761,237139,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320770,132077003,HEALTH,Public Health Management Corporation,Health Department,CDC Sur MMP- FY 16,6/1/2016,5/31/2017,334,329960,0,Public Health Management Corporation,9,EXEMPT,Non Profit,
1420119,142011905,HEALTH,Public Health Management Corporation,Health Department,GF Care/Administtation,7/1/2015,6/30/2016,0,726413,457258,Public Health Management Corporation,9,EXEMPT,Non Profit,
1420410,142041002,HEALTH,Public Health Management Corporation,Health Department,STD Surveillance,12/1/2015,11/30/2016,152,749657,0,Public Health Management Corporation,9,EXEMPT,Non Profit,
1420446,142044603,HEALTH,Public Health Management Corporation,Health Department,Support Services,7/1/2015,6/30/2016,0,503402,320409,Public Health Management Corporation,9,EXEMPT,Non Profit,
1520272,152027202,HEALTH,Public Health Management Corporation,Health Department,"Edu. D&O, CSHCN",7/1/2015,6/30/2016,0,639192,394818.04,Public Health Management Corporation,9,EXEMPT,Non Profit,
